0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000075	0.000062	0.000042	0.029977	0.024707	0.016969	0.000000	0.000000	0.000000	0.000000	0.000000	0.689236	0.000000	0.000000	0.000000	137.847269
0.000001	0.000001	0.000001	0.000299	0.000247	0.000169	0.059656	0.049196	0.033758	0.000000	0.000000	0.000000	0.000000	0.000000	0.689415	0.000000	0.000000	0.000000	0.035669
0.000003	0.000003	0.000002	0.000671	0.000553	0.000380	0.089038	0.073466	0.050370	0.000000	0.000000	0.000000	0.000000	0.000000	0.689594	0.000000	0.000000	0.000000	0.035809
0.000008	0.000007	0.000005	0.001189	0.000981	0.000673	0.118125	0.097520	0.066804	0.000000	0.000000	0.000000	0.000000	0.000000	0.689773	0.000000	0.000000	0.000000	0.035950
0.000015	0.000013	0.000009	0.001852	0.001528	0.001048	0.146916	0.121356	0.083061	0.000000	0.000000	0.000000	0.000000	0.000000	0.689954	0.000000	0.000000	0.000000	0.036091
0.000027	0.000022	0.000015	0.002658	0.002194	0.001503	0.175413	0.144977	0.099142	0.000000	0.000000	0.000000	0.000000	0.000000	0.690135	0.000000	0.000000	0.000000	0.036233
0.000042	0.000035	0.000024	0.003606	0.002978	0.002039	0.203618	0.168383	0.115047	0.000000	0.000000	0.000000	0.000000	0.000000	0.690317	0.000000	0.000000	0.000000	0.036376
0.000063	0.000052	0.000036	0.004694	0.003878	0.002653	0.231530	0.191574	0.130777	0.000000	0.000000	0.000000	0.000000	0.000000	0.690500	0.000000	0.000000	0.000000	0.036519
0.000089	0.000074	0.000051	0.005920	0.004893	0.003346	0.259152	0.214551	0.146333	0.000000	0.000000	0.000000	0.000000	0.000000	0.690683	0.000000	0.000000	0.000000	0.036664
0.000122	0.000101	0.000069	0.007285	0.006023	0.004116	0.286483	0.237315	0.161715	0.000000	0.000000	0.000000	0.000000	0.000000	0.690867	0.000000	0.000000	0.000000	0.036809
0.000163	0.000134	0.000092	0.008785	0.007266	0.004963	0.313526	0.259867	0.176923	0.000000	0.000000	0.000000	0.000000	0.000000	0.691052	0.000000	0.000000	0.000000	0.036955
0.000211	0.000174	0.000119	0.010419	0.008621	0.005885	0.340280	0.282207	0.191959	0.000000	0.000000	0.000000	0.000000	0.000000	0.691237	0.000000	0.000000	0.000000	0.037102
0.000267	0.000221	0.000151	0.012187	0.010088	0.006882	0.366748	0.304336	0.206823	0.000000	0.000000	0.000000	0.000000	0.000000	0.691423	0.000000	0.000000	0.000000	0.037250
0.000333	0.000275	0.000188	0.014086	0.011664	0.007953	0.392930	0.326254	0.221515	0.000000	0.000000	0.000000	0.000000	0.000000	0.691610	0.000000	0.000000	0.000000	0.037398
0.000408	0.000338	0.000231	0.016116	0.013350	0.009097	0.418826	0.347963	0.236037	0.000000	0.000000	0.000000	0.000000	0.000000	0.691798	0.000000	0.000000	0.000000	0.037548
0.000494	0.000409	0.000279	0.018274	0.015143	0.010313	0.444439	0.369463	0.250388	0.000000	0.000000	0.000000	0.000000	0.000000	0.691987	0.000000	0.000000	0.000000	0.037698
0.000591	0.000489	0.000334	0.020560	0.017044	0.011601	0.469769	0.390754	0.264570	0.000000	0.000000	0.000000	0.000000	0.000000	0.692176	0.000000	0.000000	0.000000	0.037849
0.000700	0.000579	0.000395	0.022971	0.019051	0.012959	0.494816	0.411838	0.278583	0.000000	0.000000	0.000000	0.000000	0.000000	0.692366	0.000000	0.000000	0.000000	0.038001
0.000821	0.000680	0.000463	0.025507	0.021162	0.014386	0.519583	0.432715	0.292428	0.000000	0.000000	0.000000	0.000000	0.000000	0.692557	0.000000	0.000000	0.000000	0.038154
0.000955	0.000791	0.000539	0.028167	0.023377	0.015883	0.544069	0.453386	0.306105	0.000000	0.000000	0.000000	0.000000	0.000000	0.692748	0.000000	0.000000	0.000000	0.038308
0.001103	0.000914	0.000622	0.030948	0.025696	0.017447	0.568277	0.473851	0.319615	0.000000	0.000000	0.000000	0.000000	0.000000	0.692941	0.000000	0.000000	0.000000	0.038462
0.001265	0.001048	0.000714	0.033849	0.028116	0.019079	0.592207	0.494111	0.332958	0.000000	0.000000	0.000000	0.000000	0.000000	0.693134	0.000000	0.000000	0.000000	0.038617
0.001441	0.001195	0.000813	0.036869	0.030636	0.020776	0.615859	0.514167	0.346135	0.000000	0.000000	0.000000	0.000000	0.000000	0.693328	0.000000	0.000000	0.000000	0.038774
0.001634	0.001355	0.000922	0.040007	0.033257	0.022540	0.639236	0.534020	0.359147	0.000000	0.000000	0.000000	0.000000	0.000000	0.693522	0.000000	0.000000	0.000000	0.038931
0.001842	0.001528	0.001039	0.043261	0.035976	0.024368	0.662337	0.553669	0.371995	0.000000	0.000000	0.000000	0.000000	0.000000	0.693718	0.000000	0.000000	0.000000	0.039089
0.002066	0.001715	0.001165	0.046630	0.038793	0.026259	0.685165	0.573117	0.384678	0.000000	0.000000	0.000000	0.000000	0.000000	0.693914	0.000000	0.000000	0.000000	0.039248
0.002308	0.001916	0.001302	0.050112	0.041707	0.028214	0.707719	0.592363	0.397198	0.000000	0.000000	0.000000	0.000000	0.000000	0.694111	0.000000	0.000000	0.000000	0.039408
0.002568	0.002132	0.001448	0.053707	0.044717	0.030231	0.730001	0.611409	0.409555	0.000000	0.000000	0.000000	0.000000	0.000000	0.694309	0.000000	0.000000	0.000000	0.039569
0.002845	0.002363	0.001604	0.057412	0.047821	0.032309	0.752013	0.630255	0.421750	0.000000	0.000000	0.000000	0.000000	0.000000	0.694507	0.000000	0.000000	0.000000	0.039730
0.003142	0.002610	0.001771	0.061226	0.051019	0.034448	0.773754	0.648901	0.433783	0.000000	0.000000	0.000000	0.000000	0.000000	0.694707	0.000000	0.000000	0.000000	0.039893
0.003458	0.002874	0.001949	0.065149	0.054310	0.036647	0.795226	0.667348	0.445656	0.000000	0.000000	0.000000	0.000000	0.000000	0.694907	0.000000	0.000000	0.000000	0.040057
0.003794	0.003154	0.002137	0.069178	0.057692	0.038905	0.816430	0.685598	0.457368	0.000000	0.000000	0.000000	0.000000	0.000000	0.695108	0.000000	0.000000	0.000000	0.040221
0.004150	0.003451	0.002338	0.073313	0.061165	0.041220	0.837367	0.703650	0.468920	0.000000	0.000000	0.000000	0.000000	0.000000	0.695310	0.000000	0.000000	0.000000	0.040387
0.004527	0.003765	0.002550	0.077552	0.064728	0.043594	0.858038	0.721506	0.480313	0.000000	0.000000	0.000000	0.000000	0.000000	0.695513	0.000000	0.000000	0.000000	0.040553
0.004926	0.004098	0.002774	0.081893	0.068380	0.046023	0.878444	0.739166	0.491547	0.000000	0.000000	0.000000	0.000000	0.000000	0.695717	0.000000	0.000000	0.000000	0.040721
0.005346	0.004449	0.003010	0.086336	0.072119	0.048509	0.898586	0.756630	0.502624	0.000000	0.000000	0.000000	0.000000	0.000000	0.695921	0.000000	0.000000	0.000000	0.040889
0.005789	0.004819	0.003259	0.090878	0.075946	0.051049	0.918465	0.773900	0.513543	0.000000	0.000000	0.000000	0.000000	0.000000	0.696126	0.000000	0.000000	0.000000	0.041059
0.006255	0.005209	0.003521	0.095520	0.079858	0.053644	0.938081	0.790977	0.524306	0.000000	0.000000	0.000000	0.000000	0.000000	0.696332	0.000000	0.000000	0.000000	0.041229
0.006744	0.005618	0.003795	0.100259	0.083855	0.056292	0.957437	0.807860	0.534912	0.000000	0.000000	0.000000	0.000000	0.000000	0.696539	0.000000	0.000000	0.000000	0.041400
